Token,Lema,POS,Freq,Declinação,Definição
adiisset,adius,VERB,1,-,Def. não encontrada
brevissimus,brevissis,ADJ,1,-,Def. não encontrada
huc,huo,VERB,1,-,Def. não encontrada
horteturque,hortior,VERB,1,-,Def. não encontrada
excusarent,excuso,VERB,1,-,To excuse a person or thing.
oportune,oportune,ADV,1,-,Def. não encontrada
tantularum,tantula,NOUN,1,-,Def. não encontrada
anteponendas,antepono,VERB,1,-,To set or place before.
quaestori,quaestorus,NOUN,1,-,Def. não encontrada
aurunculeio,auruncules,ADJ,1,-,Def. não encontrada
sulpicium,sulpicium,NOUN,1,-,Def. não encontrada
rufum,rufus,NOUN,1,-,"rūfus, a, um, kindr. with ruber"
litus,litus,NOUN,1,-,"lĭtus, a, um, Part., from lino."
voluseno,volusen,NOUN,1,-,Def. não encontrada
monuitque,qultuisque,AUX,1,-,Def. não encontrada
instabilem,instabilis,ADJ,1,-,"That does not stand fast, unsteady, unstable, tottering, not firm (mostly poet.; syn. varius, mutabilis, vagus; not in Cic.)."
ignotis,ignotus,ADJ,1,-,"ignōtus, a, um, Part., from ignosco."
notissimis,notissem,ADV,1,-,Def. não encontrada
audacter,audacter,ADV,1,-,"audacter, , v. audax"
insuefactos,insuefacio,VERB,1,-,Def. não encontrada
inusitatior,inusitas,NOUN,1,-,Def. não encontrada
submoveri,submoveo,VERB,1,-,Def. não encontrada
rettulerunt,refpero,VERB,1,-,Def. não encontrada
eveniret,evenio,VERB,1,-,"Praes. subj. evenat, Enn. ap. Non. , ; Plaut. Trin. , , ; id. Mil. , , : evenant,id. Ep. , , ), , to come out, come forth."
desilite,desilite,ADV,1,-,Def. não encontrada
dedecus,dedecus,NOUN,1,3,"Disgrace, dishonor, infamy, shame (for syn. cf.: offensio, contumelia, infamia, ignominia, turpitudo, obscoenitas, injuria—freq. and class.)."
firmiter,firmiter,ADV,1,-,"firmĭter, , v. firmus"
adgregabat,adgrego,VERB,1,-,Def. não encontrada
scaphas,scapha,NOUN,1,1,σκάφη; cf. scabo
speculatoria,speculatorius,ADJ,1,-,"Of or belonging to spies or scouts: navigia,spy-boats, vessels of observation,Caes. B. G. , ; also called speculatoriae naves,Liv. , , ; , , ; , , ; and caliga, worn by spies or scouts, Suet. Calig. .— Hence, subst.: spĕcŭlātōrĭa, ae, f."
demonstraveram,demonstraver,ADJ,1,-,Def. não encontrada
oratoris,orator,NOUN,1,3,"One who prays or supplicates for any thing, an entreater, beseecher, suppliant (Plautin.), Plaut. Poen. , , ; so in the twofold signif. of ambassador and beseecher, id. Stich. , , ."
coniecerant,coniicero,VERB,1,-,Def. não encontrada
xvii,xvior,ADJ,1,-,Def. não encontrada
sustulerant,sustulero,VERB,1,-,Def. não encontrada
solverunt,solvo,VERB,1,-,"Perf. soluit, trisyll., Cat. , : soluisse,Tib. , , ) [for se-luo; cf. socors for se-cords], to loosen an object from any thing, to release or to loose, remove any thing which binds or restrains another."
deicerentur,deiceo,VERB,1,-,Def. não encontrada
adversa,adversum,VERB,1,-,Def. não encontrada
aridum,aridus,NOUN,1,-,"Dry, withered, arid, parched."
armamentis,armamentum,NOUN,1,-,Def. não encontrada
perturbatio,perturbatio,NOUN,1,3,"Confusion, disorder, disturbance."
deerant,deero,VERB,1,-,Def. não encontrada
conlocuti,conlocuo,VERB,1,-,Def. não encontrada
ventitaret,ventiteo,VERB,1,-,Def. não encontrada
pulverem,pulver,NOUN,1,-,"pulver, ĕris, v. pulvis"
novi,nov,NOUN,1,-,Def. não encontrada
aegre,aego,VERB,1,-,Def. não encontrada
delituerant,delituo,VERB,1,-,Def. não encontrada
metendo,meteo,VERB,1,-,Def. não encontrada
rotarum,rota,NOUN,1,1,A wheel.
insinuaverunt,insinuo,VERB,1,-,"Lit., to put, place, or thrust into the bosom (post-class.): sicine vacuus et otiosus insinuatis manibus ambulabis,with folded arms,App. M. , p. , : manum in sinum,Tert. Res. Carn. ."
aurigae,auriga,NOUN,1,1,He that handles the reins.
stabilitatem,stabilitas,NOUN,1,3,"A standing fast or firm, steadfastness, firmness, durability, immovability, stability (class.)."
declivi,declivus,NOUN,1,-,Def. não encontrada
temonem,temo,NOUN,1,3,"A beam, pole, tongue of a plough, carriage, cart, etc."
percurrere,percurro,VERB,1,-,"Act., to run through, hasten through; to pass through, traverse, run over, pass over or along class.; syn. peragro)."
citissime,citius,ADV,1,2,"A mountain in Macedonia, Liv. , , ."
oportunissimo,oportunis,ADV,1,-,Def. não encontrada
expulissent,expulio,VERB,1,-,Def. não encontrada
infirmis,infirmis,ADJ,1,-,"infirmis, e, , v. infirmus"
hiemi,hiemi,ADP,1,-,Def. não encontrada
incolumes,incolumes,NOUN,1,-,Def. não encontrada
ccc,ccc,ADJ,1,-,Def. não encontrada
proficiscens,proficisis,VERB,1,-,Def. não encontrada
circumsteterunt,circumsto,VERB,1,-,"A. (the perf. and pluperf. having the same form with those of circumsisto, and a similar meaning, it is sometimes doubtful to which verb a form belongs), to stand around in a circle, to take a station round; and, with the acc., to stand around a person or thing, to surround, encircle, encompass."
perfugio,perfugium,NOUN,1,2,perfugio
duxerant,duxero,VERB,1,-,Def. não encontrada
qvintvs,qvintvs,ADJ,1,-,Def. não encontrada
domitio,domitio,NOUN,1,-,Def. não encontrada
claudio,claudium,NOUN,1,-,Def. não encontrada
italiam,italia,NOUN,1,-,"Italy, Caes. B. C. , , ; Verg. A. , ; Plin. , , , § ; , , , §  et saep.— In apposition: Italia terra, Cato ap. Gell. , ."
quotannis,quotans,NOUN,1,-,Def. não encontrada
veteresque,veteresquus,ADJ,1,-,Def. não encontrada
onerandi,onero,VERB,1,-,"To load, lade, burden, freight with any thing (class.)."
subductionesque,subductio,NOUN,1,3,"(Acc. to subduco, I. B. .) Naut. t. t., a hauling ashore of a ship: ad celeritatem onerandi subductionesque paulo facit humiliores (naves), * Caes. B. G. , : navium,Vitr. , , .—*"
actuarias,actuarius,ADJ,1,-,"actŭārĭus, a, um., ago"
armandas,armaneo,VERB,1,-,Def. não encontrada
apportari,apporto,VERB,1,-,"ap-porto (adp-, Ritschl, Fleck., Lachm., Baiter; app-, Kayser), āvi, ātum,"
pirustis,pirustus,NOUN,1,-,Def. não encontrada
pirustae,pirusta,NOUN,1,-,Def. não encontrada
arbitros,arbitrum,NOUN,1,-,Def. não encontrada
litem,lis,NOUN,1,3,"A strife, dispute, quarrel."
conventibusque,conventibus,NOUN,1,-,Def. não encontrada
circuitis,circuis,NOUN,1,-,Def. não encontrada
sescentas,sescentas,NOUN,1,-,Def. não encontrada
xxviii,xxviius,NOUN,1,-,Def. não encontrada
traiectum,traio,VERB,1,-,Def. não encontrada
transrhenanos,transrhenanus,ADJ,1,-,"That is beyond the Rhine, Transrhenish: Germani,Caes. B. G. , , : hostes,i. e. the Batavians,Plin. , , , § : lares,Amm. , , . — As subst.: Transrhēnāni, ōrum, m., those living beyond the Rhine, Caes. B. G. , ."
tangit,tango,VERB,1,-,"In gen.: tangere enim et tangi, nisi corpus, nulla potest res, Lucr , : tange utramvis digitulo minimo modo,Plaut. Rud. , , : genu terram tangere,Cic. Tusc. , , : virgā Virginis os,Ov. M. , : aliquem cubito,Hor. S. , , ."
cingetorigis,cingetorigaris,NOUN,1,-,Def. não encontrada
idcirco,idcirco,ADV,1,-,"On that account, for that reason, therefore (freq. and class.; cf.: itaque, igitur, ergo; ideo, propterea; quare, quam ob rem, etc.)."
laberetur,labeo,VERB,1,3,"Amplif. [labium], one who has large lips, who is blubber-lipped: esse quosdam capitones, frontones, labeones,Arn. , ; cf.: labio, Ver. Flac. ap. Charis. , ."
seseque,sesequis,NOUN,1,-,Def. não encontrada
britannicum,britannicus,ADJ,1,-,Def. não encontrada
exarsit,exarsum,VERB,1,-,Def. não encontrada
meldis,meldus,NOUN,1,-,Def. não encontrada
gallia relinqueretur,gallio,VERB,1,-,Def. não encontrada
insuetus,insuetus,NOUN,1,-,"insuētus, a, um, Part., from insuesco."
posteaquam,posteaquus,ADJ,1,-,Def. não encontrada
obstinate,obstineo,VERB,1,-,Def. não encontrada
adempta,adimitto,VERB,1,-,Def. não encontrada
sevocare,sevoco,VERB,1,-,"To call apart or aside, to call away to some particular place (class.; a favorite word of Cic.; syn. seduco)."
territare,territo,VERB,1,-,"terrĭto, āre, id."
iusiurandum,iusiuro,VERB,1,-,Def. não encontrada
amentiam,amentia,NOUN,1,1,"The being out of one's senses, beside one's self, madness, insanity."
corus,corus,NOUN,1,2,v. caurus.
flare,flahio,VERB,1,-,Def. não encontrada
retrahique,retrahique,ADV,1,-,Def. não encontrada
sano,sanus,ADJ,1,-,"Sanan',id. Am. , , ; id. Cure. , , ; id. Cist. , , ; id. Ep. , , ; id. Men. , , ; and sanin',id. Ps. , , ), kindr. with ΣΑ, σῶς, sound, whole, healthy, physically or mentally (cf.: integer, incolumis, sospes, salvus)."
suorumque,suusquisque,DET,1,-,Def. não encontrada
africo,africus,NOUN,1,-,Def. não encontrada
orta,orfero,VERB,1,-,Def. não encontrada
laudanda,laudo,VERB,1,-,"To praise, laud, commend, extol, eulogize, approve (cf.: celebro, praed co)."
vectoriis,vectorius,ADJ,1,-,"Adj [id.], of or for carrying: navigia,transport-ships,Caes. B. G. , , Suet. Caes. ."
remigandi,remigo,VERB,1,-,"rēmĭgo, āre, id."
accessum,accessus,NOUN,1,-,"accessus, a, um, Part. of accedo."
meridiano,meridianus,NOUN,1,-,"Of or belonging to mid-day, mid-day-."
annotinis,annotinus,ADJ,1,-,"A year old, of last year (only in prose and rare): cum annotinis (navibus),Caes. B. G. ,  (the paraphrast: συν ταῖς τοῦ πρόσθεν ἔτους): ungues,Col. , , : novus fructus cum annotino,Plin. , , , § ."
trecentis,trecens,ADJ,1,-,Def. não encontrada
atrium,atrius,NOUN,1,2,"An officer in Coesar's army, Caes. B. G. , ."
egregie,egregior,NOUN,1,-,Def. não encontrada
praeparaverant,praeparavo,VERB,1,-,Def. não encontrada
introitus,introitus,NOUN,1,-,"intrŏĭtus, a, um, Part., from introeo."
praeclusi,praecluo,VERB,1,-,"praeclŭo, ĕre, v. praeclueo."
vetuit,visuo,VERB,1,-,Def. não encontrada
aliquantum,aliquantus,VERB,1,-,"Somewhat, some, moderate, tolerable; considerable, not a little (designating the medium between much and little; cf. Ernest. ad Suet. Caes. ; Wolf ad Suet. Caes. ; Hotting. ad Cic. Div. , ; Herz. ad Caes. B. G. , ; , ; Brut. ad Nep. Dion, , ; Kritz ad Sall. C. , )."
atrio,atrium,NOUN,1,2,"acc. to Scaliger, from αἴθριον, subdiale, since it was a part of the uncovered portion of the house (but the atrium of the Romans was always covered); acc. to Varr. L. L. , §  Müll., from the Tuscan town Atria, where this style of architecture originated; cf. Paul. ex Fest. p.  Müll.; and Müller, Etrusk. , p.  sq.; but better from ater, acc. to the explanation of Servius: ibi etiam culina erat, unde et atrium dictum est; atrum enim erat ex fumo, ad Verg. A. , ."
eiectas,eiido,VERB,1,-,Def. não encontrada
funesque,funesqus,ADJ,1,-,Def. não encontrada
nautae,nauta,NOUN,1,1,"(ante-class., poet., and late Lat. ), ,  for navita, from navis"
vim,vim,ADJ,1,-,Def. não encontrada
fabros,fabros,NOUN,1,-,Def. não encontrada
bellique,belliquus,NOUN,1,-,Def. não encontrada
tamesis,tamesis,NOUN,1,3,"A river in Britain, now the Thames, Caes. B. G. , ; , .— Called also , , Tac. A. , ."
praefecerant,praefecero,VERB,1,-,Def. não encontrada
creberrimaque,creber,ADJ,1,-,"Thick, close, pressed together, frequent, numerous, repeated (very freq., and class.)."
aureo,aureum,NOUN,1,-,Def. não encontrada
taleis,taleus,ADJ,1,-,Def. não encontrada
examinatis,examino,VERB,1,-,A. [examen]. *
plumbum,plumbus,NOUN,1,-,Def. não encontrada
album,albus,ADJ,1,-,"Favorable, fortunate, propitious: simul alba nautis Stella refulsit,i. e. the twin-star Castor, favorable to sailors,Hor. C. , , : dies,Sil. , : sint omnia protinus alba,Pers. , ."
mediterraneis,mediterranius,ADJ,1,-,Def. não encontrada
fagum,fagus,NOUN,1,2,(
abietem,abies,NOUN,1,3,"Poet., meton. (cf. Quint. , , ), like the Greek ἐλάτη, any thing made of fir."
leporem,lepus,NOUN,1,3,Transf.
gallinam,gallina,NOUN,1,1,A hen.
anserem,anser,NOUN,1,3,"A goose; sacred to Juno, and which preserved the Capitol in the Gallic war. Hence held in high honor by the Romans, Liv. , ; Cic. Rosc. Am. ; Plin. , , , §  al.—Anser Amyclaeus, the swan, into which Jupiter changed himself at Amycloe, Verg. Cir. ."
gustare,gusto,VERB,1,-,"To taste, to take a little of any thing (freq. and class.; cf.: libo, manduco, edo, etc.)."
voluptatisque,voluptatisqus,ADJ,1,-,Def. não encontrada
triquetra,triquets,ADJ,1,-,Def. não encontrada
mila,milus,ADJ,1,-,Def. não encontrada
quingenta,quingens,ADJ,1,-,Def. não encontrada
hibernia,hibernia,NOUN,1,1,"The island now called Ireland, Caes. B. G. , , ; Plin. , , , § ; Tac. Agr. .— Also called , , Mel. , , : , , Juv. , ; and (acc. to the Gr. form Ἰέρνη Strab.) , , App. de Mundo, p. ; and , , Claud. Laud. Stil. , ; IV. Cons. Hon. ."
mona,monum,NOUN,1,-,Def. não encontrada
bruma,bruma,NOUN,1,1,"Lit., the shortest day in the year, the winter solstice, * Lucr. , ; Varr. L. L. l. l.; Ter. Phorm. , , : circa brumam serendum non esse,Plin. , , , §  al.—Plur.: solis accessus discessusque solstitiis brumisque cognosci,Cic. N. D. , , ; , , ; Ov. F. , ."
reperiebamus,reperior,VERB,1,-,Def. não encontrada
breviores,brevior,NOUN,1,-,Def. não encontrada
vicies,vicies,NOUN,1,-,Def. não encontrada
pellibusque,pellibusqus,ADJ,1,-,Def. não encontrada
vitro,vitrum,NOUN,1,2,Glass.
caeruleum,caerules,ADJ,1,-,Def. não encontrada
horridiores,horridus,ADJ,1,-,"Transf., in gen., rough, rude, rugged, wild, savage, horrid."
capilloque,capillequs,ADJ,1,-,Def. não encontrada
promisso,promitto,VERB,1,-,"Promisti for promisisti,Ter. Ad. , , ; Cat. , : promisse for promisisse,id. , : promissem,Plaut. Bacch. , , ; archaic inf. pass. promittier, id. ib. , , ), v. a."
rasa,rasus,ADJ,1,-,"rāsus, a, um, Part., from rado."
labrum,labrum,NOUN,1,2,A lip.
duodenique,duodeniquus,ADJ,1,-,Def. não encontrada
virgo,virgo,NOUN,1,3,"A maid, maiden, virgin (cf. puella)."
essedariique,essedariique,ADV,1,-,Def. não encontrada
collesque,collesqus,NOUN,1,-,Def. não encontrada
duabusque,quicusque,DET,1,-,Def. não encontrada
perexiguo,perexiguus,ADJ,1,-,"pĕr-exĭgŭus, a, um"
laberius,laberius,PROPN,1,-,"Name of a Roman gens; so esp. D. Laberius,a knight, celebrated as a composer of mimes,Cic. Fam. , ; , ; Hor. S. , , ; Suet. Caes. ; Sen. de Ira, , ; Macr. S. , .—Hence"
submissis,submiss,ADJ,1,-,Def. não encontrada
repelluntur,repello,VERB,1,-,"To drive, crowd, or thrust back; to reject, repulse, repel, etc., = reicere (freq. and class.; syn.: reicio, repono, removeo)."
integrique,integrique,ADV,1,-,Def. não encontrada
defetigatis,defetigo,VERB,1,-,"dēfĕtīgo, v. defatigo."
rarique,rariquus,ADJ,1,-,Def. não encontrada
absisterent,absisto,VERB,1,-,"Sup., ,  (like all the compounds of the simple active verb, used only in a neutr. signif.), to withdraw or depart from, to go away; constr. absol., with ab, or the simple abl. (not in Cic.)."
tamesim,tames,NOUN,1,-,Def. não encontrada
acutis,acuo,VERB,1,-,"Part. fut. acuturus, not used) [cf. . acer], to make sharp or pointed, to sharpen, whet."
sudibus,sudus,NOUN,1,-,"Without moisture, dry; and of the weather, cloudless, bright, clear (class.; cf. serenus)."
praefixis,praefigo,VERB,1,-,"To fix or fasten before, to set up in front, to fix on the end or extremity of."
defixae,defio,VERB,1,-,"dēfīo, ĕri, v. deficio."
perfugisque,perfugisquis,NOUN,1,-,Def. não encontrada
exstarent,exstaro,VERB,1,-,Def. não encontrada
ripasque,ripasquus,DET,1,-,Def. não encontrada
semitisque,semitisquus,ADJ,1,-,Def. não encontrada
incendiisque,incendiisquus,ADJ,1,-,Def. não encontrada
trinobantes,trinobo,VERB,1,-,Def. não encontrada
interfectusque,interfecio,VERB,1,-,Def. não encontrada
vitaverat,vitavo,VERB,1,-,Def. não encontrada
mandubracium,mandubracium,NOUN,1,-,Def. não encontrada
inuria,inuria,NOUN,1,-,Def. não encontrada
cenimagni,cenimagnus,ADJ,1,-,Def. não encontrada
segontiaci,segontiacus,NOUN,1,-,Def. não encontrada
ancalites,ancalitus,ADJ,1,-,Def. não encontrada
bibroci,bibrocus,NOUN,1,-,Def. não encontrada
cassi,casso,NOUN,1,-,"In gen., to bring to naught, destroy, trop., Sid. Ep.  fin."
vitandae,vitando,VERB,1,-,Def. não encontrada
tulerunt,tulo,VERB,1,-,"To bring, bear, lift up: nisi quid tua facultas nobis tulat opem, peream, Att. ap. Macr. Diff. et Soc. Gr. et Lat. Verb. ,  (Trag. Frag. v.  Rib.); cf. Non. , ; and v. fero init."
multique,multis,ADJ,1,-,Def. não encontrada
carvilius,carvilis,ADJ,1,-,Def. não encontrada
taximagulus,taximagulus,NOUN,1,2,"A king of Kent, Caes. B. G. , ."
sego,sego,NOUN,1,-,Def. não encontrada
vax,vax,NOUN,1,-,Def. não encontrada
oppugent,oppugo,VERB,1,-,Def. não encontrada
lugotorige,lugotorigus,NOUN,1,-,Def. não encontrada
superesset,superio,VERB,1,-,Def. não encontrada
extrahi,extraho,VERB,1,-,"To draw out or forth, to drag out (class.)."
angustius,angustius,ADJ,1,-,Def. não encontrada
solvisset,solvio,VERB,1,-,Def. não encontrada
concilioque,concilis,ADJ,1,-,Def. não encontrada
samarobrivae,samarobrivus,ADJ,1,-,Def. não encontrada
angustius,anguste,ADV,1,-,"angustē, , v angustus"
provenerat,provenero,VERB,1,-,Def. não encontrada
ciceroni,ciceronum,NOUN,1,-,Def. não encontrada
esubios,esubium,NOUN,1,-,Def. não encontrada
confinio,confinis,NOUN,1,-,"Adj., bordering one upon another, bordering on, adjoining, contiguous (class. in prose and poetry, but not in Cic.)."
munatium,munatius,ADJ,1,-,Name of a Roman gens. So
padum,padus,NOUN,1,-,"The Po, the principal river of Italy, Liv. , , ; Mel. , ,  sq.; Plin. , , , § : sive Padi ripis,Verg. A. , : populiferque Padus,Ov. Am. , , . —Hence"
catuvolci,catuvolus,NOUN,1,-,Def. não encontrada
mederi,medeo,VERB,1,-,Def. não encontrada
pacatissimam,pacatidsura,VERB,1,-,Def. não encontrada
quietissimam,quietus,ADJ,1,-,"quĭētus, a, um, Part. and , v. quiesco."
munitaque,munitaque,ADV,1,-,Def. não encontrada
regnantem,regno,VERB,1,-,A. [regnum].
quorumque,quiqumque,DET,1,-,Def. não encontrada
tasgetium,tasgetium,NOUN,1,-,Def. não encontrada
quaestoreque,quaestoreque,ADV,1,-,Def. não encontrada
cottaeque,cotfasco,VERB,1,-,Def. não encontrada
comporta,comportus,ADJ,1,-,Def. não encontrada
vissent,vidso,VERB,1,-,Def. não encontrada
lignatoribus,lignator,NOUN,1,3,"A wood-cutter, one sent to get wood: oppressis lignatoribus,Caes. B. G. , : legio tertia, quae pabulatores et lignatores tueretur,Liv. , , ."
cepissent,cepidso,VERB,1,-,Def. não encontrada
vallumque,vallumque,NOUN,1,-,Def. não encontrada
adscendissent,asscendo,VERB,1,-,Def. não encontrada
hispanis,hispanis,ADJ,1,-,Def. não encontrada
conclamaverunt,conclamavio,VERB,1,-,Def. não encontrada
eques,equis,NOUN,1,-,Def. não encontrada
ventitare,ventiteor,VERB,1,-,Def. não encontrada
confiteri,confiteor,VERB,1,-,In gen.
aduatucis,aduatuxa,NOUN,1,-,Def. não encontrada
pendere,pendeo,VERB,1,-,"To hang, hang down, be suspended."
porro,porro,VERB,1,-,"Forward, onward, farther on, to a distance, at a distance, after off, far."
pietate,pietas,NOUN,1,3,"Dutiful conduct towards the gods, one's parents, relatives, benefactors, country, etc., sense of duty."
offici,officus,NOUN,1,-,Def. não encontrada
velintne,velintne,ADV,1,-,Def. não encontrada
levetur,levo,VERB,1,-,"Fut. perf. levasso, Enn. ap. Cic. de Sen. ),  . levis, to lift up, raise, elevate (syn.: extollo, erigo)."
ignobilem,ignobilis,ADJ,1,-,Unknown.
magnaque,magnaqus,NOUN,1,-,Def. não encontrada
aurunculeius,aurunculeus,ADJ,1,-,Def. não encontrada
quantasvis,quantasva,NOUN,1,-,Def. não encontrada
levius,levius,ADJ,1,-,Def. não encontrada
brevem,brev,NOUN,1,-,Def. não encontrada
contumeliis,contumelium,NOUN,1,-,Def. não encontrada
exstincta,exstinguo,VERB,1,-,"Perf. subj. exstinxit, for exstinxerit, Plaut. Truc. , , .—Contracted forms exstinxsti, Verg. A. , ; Pac. ap. Cic. de Or. , , ; and exstinxem,Verg. A. , ), , to put out what is burning, to quench, extinguish (class.; esp. freq. in Cic. and in the trop. signif.)."
clariore,clarior,ADJ,1,-,Def. não encontrada
sapient,sapio,VERB,1,-,"SaPisti,Mart. , , : sapisset,Plaut. Rud. , , ), , v. n. and a. [kindr. with ὀπός, σαφής, and σοφός], to taste, savor; to taste, smack, or savor of, to have a taste or flavor of a thing (cf. gusto)."
abs,as,PRON,1,3,"Gen. plur. assariūm, Varr. L. L. , §  Müll.; Charis. p.  P.) [εἷς, Dor. αἴς, Tarent. ἄς, Hinter]."
reposcent,reposceo,VERB,1,-,Def. não encontrada
perendino,perendeo,VERB,1,-,Def. não encontrada
relegati,relego,VERB,1,-,"To send away or out of the way, to despatch, remove (class.; in class. prose usually with an odious accessory meaning; syn. amando)."
circumspiceret,circumspico,VERB,1,-,Def. não encontrada
languore,languus,NOUN,1,-,Def. não encontrada
cohortesque,cohortesqus,ADJ,1,-,Def. não encontrada
obire,obeo,VERB,1,-,"Contr. obit for obiit,Lucr. , ; Luc. , ; Juv. , ), ĭtum,  (lengthened form, obinunt obeunt, Paul. ex Fest. p.  Müll.), v. n. and a."
incommode,incommode,ADV,1,-,"incommŏdē, , v. incommodus"
carissima,carus,ADJ,1,-,"Cārō (acc. to II.), dearly, at a high price, Dig. , , , § ."
quaepiam,quaepius,ADJ,1,-,Def. não encontrada
velocissime,veloce,ADV,1,-,Def. não encontrada
cesserant,cessero,VERB,1,-,Def. não encontrada
steterant,stetero,VERB,1,-,Def. não encontrada
conflictati,conflicto,VERB,1,-,"Without abl.: ii (sc. milites) tantum conflictati sunt qui, etc.,Tac. H. , : filia Appii Caeci ap. Gell. , , ."
balventio,balventio,NOUN,1,-,Def. não encontrada
lucanius,lucanius,ADJ,1,-,Def. não encontrada
os,os,NOUN,1,3,"Esp.: pleno ore, i. e. heartily, zealously: ea nescio quomodo quasi pleniore ore laudamus,Cic. Off. , , ."
funda,funda,NOUN,1,1,A sling.
titurius,titurus,ADJ,1,-,Def. não encontrada
pompeium,pompeium,NOUN,1,-,Def. não encontrada
suisque,suio,VERB,1,-,Def. não encontrada
longiorque,longiusqus,ADJ,1,-,Def. não encontrada
ululatum,ululo,VERB,1,-,A. [ulula; cf. Gr. ὑλάω].
impetuque,impetuqum,NOUN,1,-,Def. não encontrada
petrosidius,petrosidus,ADJ,1,-,Def. não encontrada
aquilifer,aquilifer,ADJ,1,-,"An eaglebearer, standard-bearer, an officer who carried the chief standard of the Roman legion, Caes. B. G. , ; id. B. C. , ; Suet. Aug. ; Inscr. Orell. ; ; ."
aegre,aegri,NOUN,1,-,Def. não encontrada
sublatus,sublo,VERB,1,-,Def. não encontrada
negoti,negotus,NOUN,1,-,Def. não encontrada
hiemet,hiomo,VERB,1,-,Def. não encontrada
grudios,grudius,ADJ,1,-,Def. não encontrada
levacos,levacum,NOUN,1,-,Def. não encontrada
pleumoxios,pleumoxius,ADJ,1,-,Def. não encontrada
geidumnos,geidumnum,NOUN,1,-,Def. não encontrada
lignationis,lignatio,NOUN,1,3,A felling or procuring of wood.
adepti,adipiscor,VERB,1,-,"To arrive at, to reach."
pertulissent,pertulio,VERB,1,-,Def. não encontrada
noctu,noquor,VERB,1,-,Def. não encontrada
comportaverant,comportavo,VERB,1,-,Def. não encontrada
aegris,aegra,NOUN,1,-,Def. não encontrada
praeustae,praeusta,NOUN,1,-,Def. não encontrada
pinnae,pinna,NOUN,1,1,v. penna.
loricaeque,loricusqus,ADJ,1,-,Def. não encontrada
attexuntur,attexo,VERB,1,-,"To weave on or to something (rare, and only in prose): turres contabulantur, pinnae loricaeque ex cratibus attexuntur,Caes. B. G. , : attexti capite crines,App. M. , p. , ."
tenuissima,tenuus,ADJ,1,-,Def. não encontrada
tunc,tunc,ADV,1,-,Absol.
egerat,egero,VERB,1,-,"To carry, bear or bring out, to lead or draw out, to discharge (not ante-Aug.)."
diffidant,diffido,VERB,1,-,"Perf. diffidi), , v. n., to distrust; to be diffident or distrustful, to despair (freq. and class.)."
populumque,populusquus,ADJ,1,-,Def. não encontrada
ferramentorum,ferramentum,NOUN,1,2,ferrum
caespites,caespis,NOUN,1,-,Def. não encontrada
circumcidere,circumcido,VERB,1,-,"Of localities = abscisus, abruptus, cut off from connection with the region around, steep, precipitous, inaccessible: saxum,Cic. Rep. , , : Henna ab omni aditu circumcisa atque directa,Cic. Verr. , , , § : collis ex omni parte circumcisus,Caes. B. G. , ."
sagulisque,sagulus,ADJ,1,-,Def. não encontrada
exhaurire,exhaureo,VERB,1,-,Def. não encontrada
turres,turtis,ADJ,1,-,Def. não encontrada
docuerant,docuero,VERB,1,-,Def. não encontrada
fusili,fusilis,ADJ,1,-,"Molten, fluid, liquid (very rare): aurum,Ov. M. , : ferventes fusili ex argilla glandes fundis jacere coeperunt,i. e. of softened clay,Caes. B. G. , ,  (ἐξ ἀργίλλης τετηγμένης, Metaphr.): numen (i. e. signum),Prud. Cath. , ; cf.: vasa aenea,Mart. Cap. , ."
argilla,argilla,NOUN,1,1,"ἄργιλλος (ἀργής, white)"
glandes,glans,NOUN,1,3,"An acorn, and, in gen., any acorn-shaped fruit, beechnut, chestnut, etc."
iacula,iacula,NOUN,1,-,Def. não encontrada
casas,casa,NOUN,1,1,"Casae, in late Lat. meton., a country estate, a farm, Cassiod. Var. , ."
venti,vens,NOUN,1,-,Def. não encontrada
distulerunt,disteldo,VERB,1,-,Def. não encontrada
scalis,scalum,NOUN,1,-,Def. não encontrada
torrerentur,torrior,VERB,1,-,Def. não encontrada
conflagrare,conflagro,VERB,1,-,"A., to burn up (rare; mostly in Cic.)."
gravissimus,gravisse,ADJ,1,-,Def. não encontrada
constipaverant,constipavo,VERB,1,-,Def. não encontrada
recessumque,recessumquus,NOUN,1,-,Def. não encontrada
adacta,adacio,VERB,1,-,Def. não encontrada
stabant,sto,VERB,1,-,"To stand, in opposition to sitting, walking, or lying prostrate, to stand still, remain standing, stand upright."
nutu,nutua,NOUN,1,-,Def. não encontrada
introire,introeo,VERB,1,-,"Introiet for introibit,Hier. in Lucifer. ), īvi, or ĭi, ĭtum, , , to go in or into, to enter (syn.: intro, ingredior); constr. with in or ad and acc., with acc., with in and abl., with inf."
simultatibus,simultas,NOUN,1,3,"Gen. plur. simultatium, Liv. , , ; , , ; , , ; , , ; , , ; , , ; Val. Max. , , ; Auct. B. Alex. , : simultatum,Cic. Fl. , ; Capitol. Ver. , ), f. simul; therefore, orig., a coming together, encounter of two persons or parties; hence"
dubitas,dubeo,VERB,1,-,Def. não encontrada
vorene,vorene,ADV,1,-,Def. não encontrada
exspectas,exsspicio,VERB,1,-,Def. não encontrada
percusso,percutio,VERB,1,-,"Perf. contr. percusti for percussisti, Hor. S. , , ),  quatio."
protegunt,protego,VERB,1,-,"To cover before or in front, to cover over, cover, protect (class.; syn.: defendo, tutor)."
